variable_name,label
tg_18_1_18_1_24_0_nh4,TG(18:1_18:1_24:0)+NH4
tg_18_1_18_2_18_2,TG(18:1_18:2_18:2)
tg_18_1_18_2_18_2_nh4,TG(18:1_18:2_18:2)+NH4
tg_18_1_18_2_18_3,TG(18:1_18:2_18:3)
tg_18_1_18_2_18_3_nh4,TG(18:1_18:2_18:3)+NH4
tg_18_1_18_2_20_4_nh4,TG(18:1_18:2_20:4)+NH4
tg_18_1_18_2_22_6,TG(18:1_18:2_22:6)
tg_18_1_18_2_22_6_nh4,TG(18:1_18:2_22:6)+NH4
tg_18_1_20_5_20_5_nh4,TG(18:1_20:5_20:5)+NH4
tg_18_2_17_1_18_2_nh4,TG(18:2_17:1_18:2)+NH4
tg_18_2_18_2_18_3,TG(18:2_18:2_18:3)
tg_18_2_18_2_20_4_nh4,TG(18:2_18:2_20:4)+NH4
tg_18_2_18_2_22_6_nh4,TG(18:2_18:2_22:6)+NH4
tg_18_3_14_1_18_2_nh4,TG(18:3_14:1_18:2)+NH4
tg_18_3_18_2_18_2_h,TG(18:3_18:2_18:2)+H
tg_18_3_18_2_18_2_nh4,TG(18:3_18:2_18:2)+NH4
tg_18_3_18_2_18_3_nh4,TG(18:3_18:2_18:3)+NH4
tg_19_2_16_0_16_0,TG(19:2_16:0_16:0)
tg_19_2_17_0_17_0,TG(19:2_17:0_17:0)
tg_20_0_18_1_18_1,TG(20:0_18:1_18:1)
tg_20_0_18_1_18_1_nh4,TG(20:0_18:1_18:1)+NH4
tg_20_0_18_1_18_2,TG(20:0_18:1_18:2)
tg_20_1_16_3_16_3,TG(20:1_16:3_16:3)
tg_21_6_19_0_19_0,TG(21:6_19:0_19:0)
tg_22_0_18_1_18_1,TG(22:0_18:1_18:1)
tg_22_3_12_4_22_3_nh4,TG(22:3_12:4_22:3)+NH4
tg_22_4_18_1_18_1,TG(22:4_18:1_18:1)
tg_22_6_18_0_18_0,TG(22:6_18:0_18:0)
tg_23_4_12_0,TG(23:4_12:0)
tg_24_6_18_1_18_1,TG(24:6_18:1_18:1)
tg_25_0_11_2_11_2_ch3ch2_3nh,TG(25:0_11:2_11:2)+(CH3CH2)3NH
tg_25_0_14_0_16_0_nh4,TG(25:0_14:0_16:0)+NH4
tg_25_0_16_0_16_0_nh4,TG(25:0_16:0_16:0)+NH4
tg_26_1_18_2,TG(26:1_18:2)
tg_26_4_28_0,TG(26:4_28:0)
tg_27_1_16_0,TG(27:1_16:0)
tg_27_5_11_0_11_0,TG(27:5_11:0_11:0)
tg_30_0_15_1,TG(30:0_15:1)
tg_32_0_22_2,TG(32:0_22:2)
tg_32_0_26_3,TG(32:0_26:3)
tg_32_1_13_0,TG(32:1_13:0)
tg_32_1_27_4,TG(32:1_27:4)
tg_32_2_18_3,TG(32:2_18:3)
tg_33_1_21_4,TG(33:1_21:4)
tg_33_1_h,TG(33:1)+H
tg_33_2_25_3,TG(33:2_25:3)
tg_34_1_18_1,TG(34:1_18:1)
tg_34_2_22_6,TG(34:2_22:6)
tg_35_2_20_6,TG(35:2_20:6)
tg_36_1_20_6,TG(36:1_20:6)
tg_36_2_21_0,TG(36:2_21:0)
tg_36_3_20_6,TG(36:3_20:6)
tg_37_7_21_3,TG(37:7_21:3)
tg_44_4_15_0,TG(44:4_15:0)
tg_45_2_14_2,TG(45:2_14:2)
tg_48_2_10_0,TG(48:2_10:0)
tg_49_4_8_0,TG(49:4_8:0)
tg_50_4_8_0,TG(50:4_8:0)
tg_53_11_5_0,TG(53:11_5:0)
tg_o_6_0_14_0_12_1,TG(O-6:0_14:0_12:1)
tg_o_12_0_18_1_4_0,TG(O-12:0_18:1_4:0)
tg_o_12_0_20_4_4_0,TG(O-12:0_20:4_4:0)
tg_o_12_0_21_3,TG(O-12:0_21:3)
tg_o_12_1_6_0_18_1,TG(O-12:1_6:0_18:1)
tg_o_13_0_3_0_16_0,TG(O-13:0_3:0_16:0)
tg_o_14_0_18_2,TG(O-14:0_18:2)
tg_o_15_1_3_0_18_1,TG(O-15:1_3:0_18:1)
tg_o_15_1_3_0_20_4,TG(O-15:1_3:0_20:4)
tg_o_15_2_3_0_18_1,TG(O-15:2_3:0_18:1)
tg_o_15_2_3_0_18_2,TG(O-15:2_3:0_18:2)
tg_o_18_2_20_4,TG(O-18:2_20:4)
tg_o_32_1,TG(O-32:1)
tg_o_33_4_26_1,TG(O-33:4_26:1)
tg_o_45_4_12_1,TG(O-45:4_12:1)
tg_p_7_0_29_4,TG(P-7:0_29:4)
tg_p_9_0_27_1,TG(P-9:0_27:1)
tg_p_10_0_23_2,TG(P-10:0_23:2)
tg_p_11_0_21_1,TG(P-11:0_21:1)
tg_p_18_1_18_2,TG(P-18:1_18:2)
threonine,Threonine
threonine_tissue,Threonine
time_2,2 Timepoint
time_3,3 Timepoint
time_4,4 Timepoint
time_5,5 Timepoint
time_6,6 Timepoint
time_8,8 Timepoint
time_10,10 Timepoint
time_12,12 Timepoint
time_14,14 Timepoint
time_16,16 Timepoint
time_19,19 Timepoint
time_22,22 Timepoint
time_23,23 Timepoint
time_24,24 Timepoint
time_25,25 Timepoint
time_27,27 Timepoint
time_30,30 Timepoint
time_35,35 Timepoint
time_40,40 Timepoint
time_50,50 Timepoint
time_60,60 Timepoint
time_70,70 Timepoint
time_80,80 Timepoint
time_90,90 Timepoint
time_100,100 Timepoint
time_120,120 Timepoint
time_140,140 Timepoint
time_160,160 Timepoint
time_180,180 Timepoint
time_baseline,Baseline Timepoint
time_lt,Time Light Activity
time_minus_15,Time (-15 min)
time_mod,Time Moderate Activity
time_sed,Time Sedentary
time_vig,Time Vigorous Activity
tkv_outcomes,TKV MRI Outcomes complete
tm_uv_1,Time of first urine void
tm_uv_2,Time of second urine void
tm_uv_3,Time of third urine void (mL)
topiramate,Topiramate
tot_prot,Total Protein
tot_protein,Total protein
tot_test,Total Testosterone
total_cyst_volume_ml,Total Cyst Volume (mL)
total_insulin_clearance,Total (0-240 min) Insulin Clearance
total_kidney_volume_ml,Total Kidney Volume (mL)
total_kidney_volume_ml_manual,"Total Kidney Volume (manual, mL)"
total_liver_volume_ml,Total Liver Volume (mL)
total_number_of_cysts,Total Number of Cyst
tri_base,Triglycerides (baseline)
triglyceride,Triglycerides
triglycerides,Baseline Triglycerides (mg/dL)
tt1,Tissue T1 (ms)
tt2,Tissue T2* (ms)
tubulointerstitium_sev,Tubulointerstitium Severity
two_hydroxyadenine_tissue,2-Hydroxyadenine
two_hydroxyadipic_acid_tissue,2-Hydroxyadipic acid
two_oxoglutarate,2-Oxoglutarate
tyrosine,Tyrosine
tzd_timepoint,Thiazolinediones timepointÂ
u24_gluc,24 hour urine: glucose (mg/dl)
u24_hrs,24-hour urine collection number of hours
u24_labs,24-hour urine - Labs complete
u24_mab,Urine microalbumin (@ 24hr) (mcg/24 hr)
u24_na,Urine sodium (@ 24hr) (nmol/L)
u24_star_day,24-hour urine collection start date
u24_star_tim,24-hour urine collection start time
u24_stop_day,24-hour urine collection stop date
u24_stop_tim,24-hour urine collection stop time
u24_vl,Urine volume (@ 24hr) (mL)
ua_bilirubin,Bilirubin:
ua_blood,Blood:
ua_color,Urine color/appearance:
ua_glucose,Glucose:
ua_ketone,Urine Ketone:
ua_leukest,Leukocyte Esterase:
ua_nitrate,Urine Nitrite:
ua_norm,Urine normal:
ua_ph,pH:
ua_protein,Protein:
ua_specgrav,Specific Gravity:
ua_urobilinogen,Urobilinogen:
uric_acid,Uric Acid: (mg/dL)
uric_acid_med,"Is patient taking medications for lowering uric acid (allopurinol, colchicine, probenecid, etc)"
urine_cre_250,Urine Creatinine (250 min)
urine_cre_baseline,Urine Creatinine (Baseline)
urine_glucose,Clamp Urine Glucose (250 min)
urine_glucose_bl,Clamp Urine Glucose (Baseline)
urine_mab_250,Urine Microalbumin (250 min)
urine_mab_baseline,Urine Microalbumin (0 min)
urine_vol,Urine volume
urineculture,Urine Culture:
urineflow_1,Urine Flow Rate (ml/min) -- Period 1
urineflow_2,Urine Flow Rate (ml/min) -- Period 2
uua,Urine Uric Acid
uv_com_1,First urine void completed? (timepoint lines up with Iohexol +120 draw)
uv_com_2,Second urine void completed? (timepoint lines up with Iohexol +150 draw)
uv_com_3,Third urine void completed? (timepoint lines up with Iohexol +180 draw)
valine,Valine
vat,Visceral Adipose Tissue Volume (cm3)
vat_sat_ratio,VAT/SAT Ratio
vessels___1,Vessels (choice 1)
vessels___2,Vessels (choice 2)
vessels_other,If other:
visit_id,Study Visit
visit_x,Visit X
visit_y,Visit Y
vitals_id,Visit Type
vl_uv_2,Volume of second urine void (mL)
vl_uv_3,Volume of third urine void (mL)
volume_left,Left kidney: volume (mL)
volume_left_manual,Left kidney: volume (mL) (Manually measured)
volume_right,Right kidney: volume (mL)
volume_right_manual,Right kidney: volume (mL) (Manually measured)
vsg_surgery_date,VSG Surgery Date
waist_hip_ratio,Waist/Hip Ratio
waistcm,Waist circumference in cm
wbc,White Blood Cells (K/uL):
wear_day,Wear Days
wear_percent,Wear (%)
wear_tot,Wear Total
weight,Weight (kg)
width_left,Left kidney: width (cm)
width_right,Right kidney: width
yy_0,Peptide YY (0 min)
yy_10,Peptide YY (10 min)
yy_30,Peptide YY (30 min)
yy_45,Peptide YY (45 min)
yy_60,Peptide YY (60 min)
yy_120,Peptide YY (120 min)
yy_240,Peptide YY (240 min)
yy_neg10,Peptide YY (-10 min)
PWV,Pulse Wave Velocity
treatment_arm,Treatment Arm
site,Site
ethnicity_other,Ethnicity (other)
aid_algorithm,AID Algorithm
insulin_basal_type,Basal Insulin Type
insulin_bolus_type,Bolus Insulin Type
urine24h_start_date,24h Urine Start Date
urine24h_start_time,24h Urine Start Time
urine24h_stop_date,24h Urine Stop Date
urine24h_stop_time,24h Urine Stop Time
emu_urine_acr_mean_pooled,"EMU Urine ACR (mean, pooled)"
gender,Gender
randomization_date,Randomization Date
randomization_time,Randomization Time
randomization_user,Randomization User
randomization_site,Randomization Site
randomization_filtration_status,Randomization Filtration Status
weight_z,Weight z-score
weight_percentile,Weight Percentile
bmi_z,BMI z-score
bmi_percentile,BMI Percentile (%)
med_hx_yn,Medical History (yes/no)
med_hx_1_description,Medical Hx 1: description
med_hc_1_active,Medical Hx 1: active
med_hc_1_treatment,Medical Hx 1: treatment
med_hx_2_description,Medical Hx 2: description
med_hx_2_active,Medical Hx 2: active
med_hx_2_treatment,Medical Hx 2: treatment
med_hx_3_description,Medical Hx 3: description
med_hx_3_active,Medical Hx 3: active
med_hx_3_treatment,Medical Hx 3: treatment
med_hx_4_description,Medical Hx 4: description
med_hx_4_active,Medical Hx 4: active
med_hx_4_treatment,Medical Hx 4: treatment
med_hx_5_description,Medical Hx 5: description
med_hx_5_active,Medical Hx 5: active
med_hx_5_treatment,Medical Hx 5: treatment
fam_hx_t1d,Family Hx: T1D
fam_hx_t1d_family,Family Hx T1D: relation
fam_hx_ckd,Family Hx: CKD
fam_hx_ckd_family,Family Hx CKD: relation
fam_hx_liver,Family Hx: Liver Disease
fam_hx_hypertension,Family Hx: Hypertension
fam_hx_htn_family,Family Hx HTN: relation
fam_hx_dyslipidemia,Family Hx: Dyslipidemia
fam_hx_dyslipidemia_family,Family Hx Dyslipidemia: relation
fam_hx_other,Family Hx: Other
fam_hx_other_details,Family Hx Other: details
fam_hx_other_family,Family Hx Other: relation
date_t1d_diagnosis,T1D Diagnosis Date
controliq_yn,Control-IQ Use (yes/no)
bgm_cgm_device,BGM/CGM Device
bgm_cgm_duration,BGM/CGM Duration
spot_urine_date,Spot Urine Date
spot_urine_time,Spot Urine Time
glucose_urinalysis_chc_value,Urinalysis Glucose (CHC value)
ketones_urinalysis_chc_value,Urinalysis Ketones (CHC value)
spgravity_urinalysis_chc,Urinalysis Specific Gravity (CHC)
urinalysis_cs_yn,"Urinalysis (CS, yes/no)"
urinalysis_cs_labs,Urinalysis (CS) Labs
date_emu_1,EMU 1 Date
date_emu_2,EMU 2 Date
date_emu_3,EMU 3 Date
emu_collection_details,EMU Collection Details
emu_1_sample_id,EMU 1 Sample ID
emu_2_sample_id,EMU 2 Sample ID
emu_3_sample_id,EMU 3 Sample ID
sample_id_urine24h,24h Urine Sample ID
date_urine24h_testing,24h Urine Testing Date
sodium_urine24h,24h Urine Sodium
glucose_urine24h,24h Urine Glucose
date_collection_local,Collection Date (local)
time_collection_local,Collection Time (local)
lipase_local,Lipase (local)
comments,Comments
serology_cs_yn,"Serology (CS, yes/no)"
serology_cs_labs,Serology (CS) Labs
mss_chart_number,MSS Chart Number
mss_collection_date,MSS Collection Date
mss_order,MSS Order
uhn_order,UHN Order
date_firstdrugintake,First Drug Intake Date
date_lastdrugintake,Last Drug Intake Date
mri_time,MRI Time
mri_technician,MRI Technician
mri_reading_date,MRI Reading Date
mri_radiologist,MRI Radiologist
mri_report,MRI Report
cgm_window,CGM Window
emu_1_date,EMU 1 Date
emu_2_date,EMU 2 Date
emu_3_date,EMU 3 Date
famhx_t1d,Family Medical History of: Type 1 Diabetes
fam_t1d,"If yes, which family member"
famhx_htn,Family Medical History of: Hypertension
fam_htn,"If yes, which family member"
famhx_hyperlipid,Family Medical History of: Hyperlipidemia
fam_hyperlipid,"If yes, which family member"
cgm_type,"If Yes, what brand"
diabetes_dx_duration,Diabetes Duration
ethnicity_categorized,Ethnicity (categorized)
insulin_therapy,Insulin Therapy
insulin_regimen,Insulin Regimen
csii_device,CSII Device
aid_yn,AID Use (yes/no)
target_glucose_type,Target Glucose Type
target_glucose_low_mmoll,Target Glucose Low (mmol/L)
target_glucose_high_mmoll,Target Glucose High (mmol/L)
blood_glucose_check,Blood Glucose Check
tdid_u,Total Daily Insulin (U)
tdid_basal_u,Total Daily Basal Insulin (U)
tdid_bolus_u,Total Daily Bolus Insulin (U)
tdid_u_kg,Total Daily Insulin (U/kg)
tdid_basal_u_kg,Total Daily Basal Insulin (U/kg)
tdid_bolus_u_kg,Total Daily Bolus Insulin (U/kg)
icr_average,Insulin:Carb Ratio (avg)
isf_average_mmoll,"Insulin Sensitivity Factor (avg, mmol/L)"
mgfr_si_adjusted,mGFR (SI-adjusted)
hba1c_percent,HbA1c (%)
pwv_cf_1,PWV Carotid-Femoral 1
pwv_cf_2,PWV Carotid-Femoral 2
bun_local,BUN (local)
urine24h_yn,24h Urine Collected (yes/no)
urine24h_time,24h Urine Time
urine24h_volume_litres,24h Urine Volume (L)
urine24h_volume_24h_litres,24h Urine Volume / 24h (L)
microalbumin_urine24h,24h Urine Microalbumin
creatinine_urine24h,24h Urine Creatinine
emu_1_albumin_mgl,EMU 1 Albumin (mg/L)
emu_1_creatinine_umoll,EMU 1 Creatinine (µmol/L)
emu_1_acr_mgmmol,EMU 1 ACR (mg/mmol)
emu_2_albumin_mgl,EMU 2 Albumin (mg/L)
emu_2_creatinine_umoll,EMU 2 Creatinine (µmol/L)
emu_2_acr_mgmmol,EMU 2 ACR (mg/mmol)
emu_3_albumin_mgl,EMU 3 Albumin (mg/L)
emu_3_creatinine_umoll,EMU 3 Creatinine (µmol/L)
emu_3_acr_mgmmol,EMU 3 ACR (mg/mmol)
emu_urine_acr_mean,EMU Urine ACR (mean)
emu_acr_microabluminuria,EMU ACR Microalbuminuria
dob_month,Birth Month
dob_year,Birth Year
demographics_complete,Demographics Complete
randomization_order,Randomization Order
treatment_arm_n,Treatment Arm (numeric)
randomization_site_n,Randomization Site (numeric)
randomization_filtration_status_n,Randomization Filtration Status (numeric)
randomization_complete,Randomization Complete
bsa_haycock_m2,"BSA (Haycock, m^2)"
height_z,Height z-score
height_percentile,Height Percentile
anthropometrics_complete,Anthropometrics Complete
medical_hx_number,Medical History Number
med_hx_1_dx_year,Medical Hx 1: diagnosis year
med_hx_2_dx_year,Medical Hx 2: diagnosis year
med_hx_3_dx_year,Medical Hx 3: diagnosis year
med_hx_4_dx_year,Medical Hx 4: diagnosis year
med_hx_5_dx_year,Medical Hx 5: diagnosis year
smoking_history,Smoking History
medicalfamilysmoking_history_complete,Medical/Family/Smoking History Complete
inuslin_therapy,Insulin Therapy
diabetes_management_complete,Diabetes Management Complete
bgm_type,BGM Type
glucose_monitoring_complete,Glucose Monitoring Complete
glucose_urine_dip,Urine Dipstick: Glucose
bilirubin_urine_dip,Urine Dipstick: Bilirubin
ketones_urine_dip,Urine Dipstick: Ketones
spgravity_urine_dip,Urine Dipstick: Specific Gravity
blood_urine_dip,Urine Dipstick: Blood
ph_urine_dip,Urine Dipstick: pH
urobilinogen_urine_dip,Urine Dipstick: Urobilinogen
protein_urine_dip,Urine Dipstick: Protein
nitrite_urine_dip,Urine Dipstick: Nitrite
leukocytes_urine_dip,Urine Dipstick: Leukocytes
urinalysis_lab,Urinalysis Lab
glucose_urinalysis_all,Urinalysis Glucose (all)
hgb_blood_urinalysis_all,Urinalysis Blood (Hgb) (all)
ketones_urinalysis_all,Urinalysis Ketones (all)
spgravity_urinalysis_all,Urinalysis Specific Gravity (all)
ph_urinalysis_all,Urinalysis pH (all)
protein_urinalysis_all,Urinalysis Protein (all)
nitrites_urinalysis_all,Urinalysis Nitrites (all)
leukocytes_urinalysis_all,Urinalysis Leukocytes (all)
glucose_urinalysis_chc,Urinalysis Glucose (CHC)
ketones_urinalysis_chc,Urinalysis Ketones (CHC)
blood_urinalysis_chc,Urinalysis Blood (CHC)
ph_urinalysis_chc,Urinalysis pH (CHC)
protein_urinalysis_chc,Urinalysis Protein (CHC)
protein_urinalysis_chc_value,Urinalysis Protein (CHC value)
nitrite_urinalysis_chc,Urinalysis Nitrite (CHC)
leukocyte_esterase_urinalysis_chc,Urinalysis Leukocyte Esterase (CHC)
bhcg_urine_test,Urine beta-hCG Test
bhcg_urine_result,Urine beta-hCG Result
urine_culture,Urine Culture
urine_culture_result,Urine Culture Result
urine_local_complete,Urine (local) Complete
urea_urine24h,24h Urine Urea
urine_24hour_complete,24h Urine Complete
serology_lab,Serology Lab
wbc_local,WBC (local)
rbc_local,RBC (local)
nrbc_local,NRBC (local)
hgb_local,hemoglobin (local)
hct_local,hematocrit (local)
mcv_local,MCV (local)
mch_local,MCH (local)
mchc_local,MCHC (local)
rdwcv_local,RDW-CV (local)
mpv_local,MPV (local)
creatine_kinase_local,Creatine Kinase (local)
alp_local,ALP (local)
alt_local,ALT (local)
bilirubin_local,Bilirubin (local)
potassium_blood_local,Potassium (local)
chloride_blood_local,Chloride (local)
bicarbonate_local,Bicarbonate (local)
glucose_serum_mmoll,Serum Glucose (mmol/L)
albumin_serum_gl,Serum Albumin (g/L)
creatinine_serum_umoll,Serum Creatinine (µmol/L)
uricacid_serum_umoll,Serum Uric Acid (µmol/L)
magnesium_serum_mmoll,Serum Magnesium (mmol/L)
bhb1_serum_mmoll,Serum beta-hydroxybutyrate (mmol/L)
tsh_serum_miul,Serum TSH (mIU/L)
pth_serum_pmoll,Serum PTH (pmol/L)
treatmentperiod_days,Treatment Period (days)
drugstoppage_days,Drug Stoppage (days)
ondrug_days,On-Drug (days)
pillcount_dispensed,Pills Dispensed
pillcount_returned,Pills Returned
pillcount_consumed,Pills Consumed
compliance_percent,Compliance (%)
egfr_creatinine_serum_umoll_ageadjusted,"eGFR (creatinine, age-adjusted)"
egfr_ckdepi40_cr,eGFR CKD-EPI40 (creatinine)
egfr_k_cr,"eGFR (creatinine, K)"
egfr_ckidu25_cr,eGFR CKiD-U25 (creatinine)
egfr_k_cysc,"eGFR (cystatin C, K)"
egfr_ckidu25_cysc,eGFR CKiD-U25 (cystatin C)
mgfr_bsa_haycock,"mGFR (BSA, Haycock)"
mgfr_bm_adult,"mGFR (Bröchner-Mortensen, adult)"
mgfr_bm_adult_adjusted,"mGFR (BM adult, adjusted)"
mgfr_bm_adult_adjusted_cl1,"mGFR (BM adult, adjusted CL1)"
mgfr_bm_combined,"mGFR (BM, combined)"
mgfr_bm_combined_adjusted,"mGFR (BM combined, adjusted)"
mgfr_bm_combined_adjusted_cl1,"mGFR (BM combined, adjusted CL1)"
mgfr_bm_child,"mGFR (BM, child)"
mgfr_bm_child_adjusted,"mGFR (BM child, adjusted)"
mgfr_bm_child_adjusted_cl1,"mGFR (BM child, adjusted CL1)"
mgfr_jodal_f,"mGFR (Jodal, F)"
mgfr_jodal,mGFR (Jodal)
mgfr_jodal_adjusted,"mGFR (Jodal, adjusted)"
mgfr_jodal_f_bsa,"mGFR (Jodal F, BSA)"
mgfr_jodal_bsa,"mGFR (Jodal, BSA)"
bold_mri,BOLD MRI
mri_kidneys_scanned,Kidneys Scanned (MRI)
mri_r2_medulla_l,R2* Medulla (left)
mri_r2_medulla_r,R2* Medulla (right)
rk_r2s_variance,Right Kidney R2* (variance)
rc_r2s_variance,Right Cortex R2* (variance)
lk_r2s_variance,Left Kidney R2* (variance)
lc_r2s_variance,Left Cortex R2* (variance)
rk_r2s_skewness,Right Kidney R2* (skewness)
rc_r2s_skewness,Right Cortex R2* (skewness)
lk_r2s_skewness,Left Kidney R2* (skewness)
lc_r2s_skewness,Left Cortex R2* (skewness)
rk_r2s_kurtosis,Right Kidney R2* (kurtosis)
rc_r2s_kurtosis,Right Cortex R2* (kurtosis)
lk_r2s_kurtosis,Left Kidney R2* (kurtosis)
lc_r2s_kurtosis,Left Cortex R2* (kurtosis)
rk_r2s_25th,Right Kidney R2* (25th pct)
rc_r2s_25th,Right Cortex R2* (25th pct)
lk_r2s_25th,Left Kidney R2* (25th pct)
lc_r2s_25th,Left Cortex R2* (25th pct)
rk_r2s_median,Right Kidney R2* (median)
rc_r2s_median,Right Cortex R2* (median)
lk_r2s_median,Left Kidney R2* (median)
lc_r2s_median,Left Cortex R2* (median)
rk_r2s_75th,Right Kidney R2* (75th pct)
rc_r2s_75th,Right Cortex R2* (75th pct)
lk_r2s_75th,Left Kidney R2* (75th pct)
lc_r2s_75th,Left Cortex R2* (75th pct)
cgm_tir,CGM Time in Range
mgfr_ketone_iv,mGFR Ketone (IV)
mgfr_ketones_pre,mGFR Ketones (pre)
mgfr_ketones_t240,mGFR Ketones (240 min)
microalbumin_urine24h_mgL,24h Urine Microalbumin (mg/L)
creatinine_urine24h_gL,24h Urine Creatinine (g/L)
emu_1_acr_u,EMU 1 ACR (urine)
emu_1_microalbumin_u,EMU 1 Microalbumin (urine)
emu_1_creatinine_u,EMU 1 Creatinine (urine)
emu_2_acr_u,EMU 2 ACR (urine)
emu_2_microalbumin_u,EMU 2 Microalbumin (urine)
emu_2_creatinine_u,EMU 2 Creatinine (urine)
emu_3_acr_u,EMU 3 ACR (urine)
emu_3_microalbumin_u,EMU 3 Microalbumin (urine)
emu_3_creatinine_u,EMU 3 Creatinine (urine)
age_mo,Age (months)
bmip,BMI percentile
bmiz,BMI z-score
uuid,UUID
